Health Area,Site Name,Date,Population Band,Population,Result Description - N1 Gene,Reported Value - N1 Gene (gc/l),Days Since Sampled
Fife,Levenmouth,15/12/2020,100k +,116205,Positive,16309,286 days
Fife,Levenmouth,16/12/2020,100k +,116205,Positive,27712,285 days
Fife,Levenmouth,29/12/2020,100k +,116205,Positive,99853,272 days
Fife,Levenmouth,05/01/2021,100k +,116205,Positive,41413,265 days
Fife,Levenmouth,06/01/2021,100k +,116205,Positive,47754,264 days
Fife,Levenmouth,07/01/2021,100k +,116205,Positive,54525,263 days
Fife,Levenmouth,08/01/2021,100k +,116205,Positive,83009,262 days
Fife,Levenmouth,11/01/2021,100k +,116205,Positive,80231,259 days
Fife,Levenmouth,14/01/2021,100k +,116205,Positive,73454,256 days
Fife,Levenmouth,15/01/2021,100k +,116205,Positive,17525,255 days
Fife,Levenmouth,18/01/2021,100k +,116205,Positive,30333,252 days
Fife,Levenmouth,19/01/2021,100k +,116205,Positive,29457,251 days
Fife,Levenmouth,20/01/2021,100k +,116205,Positive (DNQ),2733,250 days
Fife,Levenmouth,21/01/2021,100k +,116205,Positive (DNQ),1727,249 days
Fife,Levenmouth,22/01/2021,100k +,116205,Positive,17085,248 days
Fife,Levenmouth,29/01/2021,100k +,116205,Positive,55695,241 days
Fife,Levenmouth,03/02/2021,100k +,116205,Positive,30550,236 days
Fife,Levenmouth,10/02/2021,100k +,116205,Positive,16306,229 days
Fife,Levenmouth,19/02/2021,100k +,116205,Positive (DNQ),8028,220 days
Fife,Levenmouth,24/02/2021,100k +,116205,Positive,24858,215 days
Fife,Levenmouth,25/02/2021,100k +,116205,Positive (DNQ),4994,214 days
Fife,Levenmouth,02/03/2021,100k +,116205,Positive,11451,209 days
Fife,Levenmouth,09/03/2021,100k +,116205,Positive,18744,202 days
Fife,Levenmouth,10/03/2021,100k +,116205,Positive (DNQ),4128,201 days
Fife,Levenmouth,17/03/2021,100k +,116205,Positive (DNQ),4740,194 days
Fife,Levenmouth,19/03/2021,100k +,116205,Positive,26449,192 days
Fife,Levenmouth,25/03/2021,100k +,116205,Positive,24999,186 days
Fife,Levenmouth,26/03/2021,100k +,116205,Positive,18293,185 days
Fife,Levenmouth,01/04/2021,100k +,116205,Positive (DNQ),9822,179 days
Fife,Levenmouth,02/04/2021,100k +,116205,Positive,20009,178 days
Fife,Levenmouth,06/04/2021,100k +,116205,Positive,30574,174 days
Fife,Levenmouth,08/04/2021,100k +,116205,Positive (DNQ),6670,172 days
Fife,Levenmouth,15/04/2021,100k +,116205,Positive (DNQ),5711,165 days
Fife,Levenmouth,27/04/2021,100k +,116205,Weak Positive,658,153 days
Fife,Levenmouth,29/04/2021,100k +,116205,Positive (DNQ),8962,151 days
Fife,Levenmouth,05/05/2021,100k +,116205,Positive (DNQ),4879,145 days
Fife,Levenmouth,07/05/2021,100k +,116205,Positive (DNQ),6264,143 days
Fife,Levenmouth,10/05/2021,100k +,116205,Weak Positive,658,140 days
Fife,Levenmouth,12/05/2021,100k +,116205,Positive (DNQ),6035,138 days
Fife,Levenmouth,17/05/2021,100k +,116205,Positive (DNQ),2892,133 days
Fife,Levenmouth,20/05/2021,100k +,116205,Positive,15799,130 days
Fife,Levenmouth,25/05/2021,100k +,116205,Weak Positive,658,125 days
Fife,Levenmouth,27/05/2021,100k +,116205,Positive (DNQ),3433,123 days
Fife,Levenmouth,01/06/2021,100k +,116205,Positive (DNQ),7284,118 days
Fife,Levenmouth,04/06/2021,100k +,116205,Positive,13422,115 days
Fife,Levenmouth,08/06/2021,100k +,116205,Positive (DNQ),3189,111 days
Fife,Levenmouth,11/06/2021,100k +,116205,Positive,13210,108 days
Fife,Levenmouth,15/06/2021,100k +,116205,Positive,14284,104 days
Fife,Levenmouth,18/06/2021,100k +,116205,Positive (DNQ),7098,101 days
Fife,Levenmouth,23/06/2021,100k +,116205,Positive,25130,96 days
Fife,Levenmouth,25/06/2021,100k +,116205,Positive,29483,94 days
Fife,Levenmouth,29/06/2021,100k +,116205,Positive,80114,90 days
Fife,Levenmouth,01/07/2021,100k +,116205,Positive,229368,88 days
Fife,Levenmouth,05/07/2021,100k +,116205,Positive,108549,84 days
Fife,Levenmouth,13/07/2021,100k +,116205,Positive,101505,76 days
Fife,Levenmouth,16/07/2021,100k +,116205,Positive,102743,73 days
Fife,Levenmouth,20/07/2021,100k +,116205,Positive,83905,69 days
Fife,Levenmouth,23/07/2021,100k +,116205,Positive,191685,66 days
Fife,Newburgh,29/01/2021,2k - 4k,2327,Positive (DNQ),3501,241 days
Fife,Newburgh,04/02/2021,2k - 4k,2327,Weak Positive,658,235 days
Fife,Newburgh,05/02/2021,2k - 4k,2327,Weak Positive,658,234 days
Fife,Newburgh,11/02/2021,2k - 4k,2327,Negative,0,228 days
Fife,Newburgh,12/02/2021,2k - 4k,2327,Negative,0,227 days
Fife,Newburgh,16/02/2021,2k - 4k,2327,Weak Positive,658,223 days
Fife,Newburgh,17/02/2021,2k - 4k,2327,Positive (DNQ),2368,222 days
Fife,Newburgh,23/02/2021,2k - 4k,2327,Positive,23950,216 days
Fife,Newburgh,25/02/2021,2k - 4k,2327,Positive,11252,214 days
Fife,Newburgh,01/03/2021,2k - 4k,2327,Positive (DNQ),6726,210 days
Fife,Newburgh,02/03/2021,2k - 4k,2327,Positive (DNQ),2444,209 days
Fife,Newburgh,09/03/2021,2k - 4k,2327,Positive (DNQ),4403,202 days
Fife,Newburgh,10/03/2021,2k - 4k,2327,Positive (DNQ),9444,201 days
Fife,Newburgh,17/03/2021,2k - 4k,2327,Weak Positive,658,194 days
Fife,Newburgh,18/03/2021,2k - 4k,2327,Weak Positive,658,193 days
Fife,Newburgh,22/03/2021,2k - 4k,2327,Negative,0,189 days
Fife,Newburgh,23/03/2021,2k - 4k,2327,Weak Positive,658,188 days
Fife,Newburgh,30/03/2021,2k - 4k,2327,Positive (DNQ),7463,181 days
Fife,Newburgh,01/04/2021,2k - 4k,2327,Positive (DNQ),3798,179 days
Fife,Newburgh,08/04/2021,2k - 4k,2327,Weak Positive,658,172 days
Fife,Newburgh,09/04/2021,2k - 4k,2327,Negative,0,171 days
Fife,Newburgh,14/04/2021,2k - 4k,2327,Negative,0,166 days
Fife,Newburgh,28/04/2021,2k - 4k,2327,Weak Positive,658,152 days
Fife,Newburgh,30/04/2021,2k - 4k,2327,Negative,0,150 days
Fife,Newburgh,04/05/2021,2k - 4k,2327,Negative,0,146 days
Fife,Newburgh,06/05/2021,2k - 4k,2327,Weak Positive,658,144 days
Fife,Newburgh,10/05/2021,2k - 4k,2327,Negative,0,140 days
Fife,Newburgh,14/05/2021,2k - 4k,2327,Weak Positive,658,136 days
Fife,Newburgh,19/05/2021,2k - 4k,2327,Negative,0,131 days
Fife,Newburgh,21/05/2021,2k - 4k,2327,Negative,0,129 days
Fife,Newburgh,25/05/2021,2k - 4k,2327,Negative,0,125 days
Fife,Newburgh,27/05/2021,2k - 4k,2327,Negative,0,123 days
Fife,Newburgh,31/05/2021,2k - 4k,2327,Positive (DNQ),1440,119 days
Fife,Newburgh,03/06/2021,2k - 4k,2327,Positive (DNQ),1750,116 days
Fife,Newburgh,07/06/2021,2k - 4k,2327,Weak Positive,658,112 days
Fife,Newburgh,10/06/2021,2k - 4k,2327,Negative,0,109 days
Fife,Newburgh,14/06/2021,2k - 4k,2327,Weak Positive,658,105 days
Fife,Newburgh,17/06/2021,2k - 4k,2327,Positive (DNQ),2331,102 days
Fife,Newburgh,22/06/2021,2k - 4k,2327,Positive,26253,97 days
Fife,Newburgh,24/06/2021,2k - 4k,2327,Positive,30472,95 days
Fife,Newburgh,30/06/2021,2k - 4k,2327,Positive,38384,89 days
Fife,Newburgh,05/07/2021,2k - 4k,2327,Positive,22084,84 days
Fife,Newburgh,13/07/2021,2k - 4k,2327,Positive,44580,76 days
Fife,Newburgh,16/07/2021,2k - 4k,2327,Positive,109049,73 days
Fife,Newburgh,19/08/2021,2k - 4k,2327,Positive,14581,39 days
Fife,Newburgh,27/08/2021,2k - 4k,2327,Positive,66044,31 days
Fife,Newburgh,30/08/2021,2k - 4k,2327,Positive,189285,28 days
Fife,Newburgh,01/09/2021,2k - 4k,2327,Positive,124867,26 days
Fife,Newburgh,07/09/2021,2k - 4k,2327,Positive,159325,20 days
Fife,Newburgh,09/09/2021,2k - 4k,2327,Positive,51240,18 days
Fife,Newburgh,13/09/2021,2k - 4k,2327,Positive,122725,14 days
Fife,Newburgh,22/09/2021,2k - 4k,2327,Positive,49166,5 days
Fife,Newport & Tayport,29/01/2021,4k - 10k,7810,Positive (DNQ),2523,241 days
Fife,Newport & Tayport,04/02/2021,4k - 10k,7810,Positive (DNQ),3013,235 days
Fife,Newport & Tayport,12/02/2021,4k - 10k,7810,Weak Positive,658,227 days
Fife,Newport & Tayport,16/02/2021,4k - 10k,7810,Weak Positive,658,223 days
Fife,Newport & Tayport,17/02/2021,4k - 10k,7810,Positive (DNQ),4840,222 days
Fife,Newport & Tayport,23/02/2021,4k - 10k,7810,Positive,10423,216 days
Fife,Newport & Tayport,25/02/2021,4k - 10k,7810,Positive,14309,214 days
Fife,Newport & Tayport,01/03/2021,4k - 10k,7810,Positive (DNQ),3041,210 days
Fife,Newport & Tayport,02/03/2021,4k - 10k,7810,Positive (DNQ),4674,209 days
Fife,Newport & Tayport,09/03/2021,4k - 10k,7810,Positive,27778,202 days
Fife,Newport & Tayport,10/03/2021,4k - 10k,7810,Positive,18762,201 days
Fife,Newport & Tayport,17/03/2021,4k - 10k,7810,Positive (DNQ),1564,194 days
Fife,Newport & Tayport,18/03/2021,4k - 10k,7810,Positive (DNQ),1674,193 days
Fife,Newport & Tayport,22/03/2021,4k - 10k,7810,Positive (DNQ),4032,189 days
Fife,Newport & Tayport,23/03/2021,4k - 10k,7810,Positive (DNQ),8460,188 days
Fife,Newport & Tayport,30/03/2021,4k - 10k,7810,Weak Positive,658,181 days
Fife,Newport & Tayport,08/04/2021,4k - 10k,7810,Negative,0,172 days
Fife,Newport & Tayport,09/04/2021,4k - 10k,7810,Negative,0,171 days
Fife,Newport & Tayport,14/04/2021,4k - 10k,7810,Negative,0,166 days
Fife,Newport & Tayport,28/04/2021,4k - 10k,7810,Negative,0,152 days
Fife,Newport & Tayport,30/04/2021,4k - 10k,7810,Negative,0,150 days
Fife,Newport & Tayport,04/05/2021,4k - 10k,7810,Negative,0,146 days
Fife,Newport & Tayport,10/05/2021,4k - 10k,7810,Negative,0,140 days
Fife,Newport & Tayport,14/05/2021,4k - 10k,7810,Weak Positive,658,136 days
Fife,Newport & Tayport,19/05/2021,4k - 10k,7810,Negative,0,131 days
Fife,Newport & Tayport,21/05/2021,4k - 10k,7810,Positive (DNQ),2900,129 days
Fife,Newport & Tayport,25/05/2021,4k - 10k,7810,Negative,0,125 days
Fife,Newport & Tayport,27/05/2021,4k - 10k,7810,Negative,0,123 days
Fife,Newport & Tayport,31/05/2021,4k - 10k,7810,Positive,11864,119 days
Fife,Newport & Tayport,03/06/2021,4k - 10k,7810,Positive (DNQ),7654,116 days
Fife,Newport & Tayport,07/06/2021,4k - 10k,7810,Positive,35476,112 days
Fife,Newport & Tayport,10/06/2021,4k - 10k,7810,Positive,16023,109 days
Fife,Newport & Tayport,14/06/2021,4k - 10k,7810,Positive (DNQ),5291,105 days
Fife,Newport & Tayport,17/06/2021,4k - 10k,7810,Positive,40441,102 days
Fife,Newport & Tayport,22/06/2021,4k - 10k,7810,Positive,56130,97 days
Fife,Newport & Tayport,24/06/2021,4k - 10k,7810,Positive,80818,95 days
Fife,Newport & Tayport,28/06/2021,4k - 10k,7810,Positive,52625,91 days
Fife,Newport & Tayport,30/06/2021,4k - 10k,7810,Positive,101462,89 days
Fife,Newport & Tayport,05/07/2021,4k - 10k,7810,Positive,155652,84 days
Fife,Newport & Tayport,13/07/2021,4k - 10k,7810,Positive,41859,76 days
Fife,Newport & Tayport,16/07/2021,4k - 10k,7810,Positive,39207,73 days
Fife,Newport & Tayport,19/07/2021,4k - 10k,7810,Positive,21799,70 days
Fife,Newport & Tayport,26/07/2021,4k - 10k,7810,Positive,28150,63 days
Fife,Newport & Tayport,04/08/2021,4k - 10k,7810,Positive,23652,54 days
Fife,Newport & Tayport,19/08/2021,4k - 10k,7810,Positive,29280,39 days
Fife,Newport & Tayport,30/08/2021,4k - 10k,7810,Positive,353522,28 days
Fife,Newport & Tayport,01/09/2021,4k - 10k,7810,Positive,514188,26 days
Fife,Newport & Tayport,07/09/2021,4k - 10k,7810,Positive,1681049,20 days
Fife,Newport & Tayport,13/09/2021,4k - 10k,7810,Positive,166184,14 days
Fife,Newport & Tayport,20/09/2021,4k - 10k,7810,Positive,54061,7 days
Fife,Newport & Tayport,22/09/2021,4k - 10k,7810,Positive,131537,5 days
Fife,Springfield,29/01/2021,2k - 4k,2453,Positive (DNQ),8790,241 days
Fife,Springfield,04/02/2021,2k - 4k,2453,Weak Positive,658,235 days
Fife,Springfield,11/02/2021,2k - 4k,2453,Positive (DNQ),5243,228 days
Fife,Springfield,12/02/2021,2k - 4k,2453,Weak Positive,658,227 days
Fife,Springfield,16/02/2021,2k - 4k,2453,Weak Positive,658,223 days
Fife,Springfield,17/02/2021,2k - 4k,2453,Negative,0,222 days
Fife,Springfield,23/02/2021,2k - 4k,2453,Weak Positive,658,216 days
Fife,Springfield,25/02/2021,2k - 4k,2453,Weak Positive,658,214 days
Fife,Springfield,01/03/2021,2k - 4k,2453,Weak Positive,658,210 days
Fife,Springfield,02/03/2021,2k - 4k,2453,Positive (DNQ),2293,209 days
Fife,Springfield,09/03/2021,2k - 4k,2453,Positive (DNQ),2468,202 days
Fife,Springfield,10/03/2021,2k - 4k,2453,Positive (DNQ),3994,201 days
Fife,Springfield,17/03/2021,2k - 4k,2453,Positive,27415,194 days
Fife,Springfield,18/03/2021,2k - 4k,2453,Positive,15277,193 days
Fife,Springfield,22/03/2021,2k - 4k,2453,Positive (DNQ),7835,189 days
Fife,Springfield,23/03/2021,2k - 4k,2453,Positive (DNQ),8698,188 days
Fife,Springfield,30/03/2021,2k - 4k,2453,Positive (DNQ),5588,181 days
Fife,Springfield,01/04/2021,2k - 4k,2453,Positive,42517,179 days
Fife,Springfield,08/04/2021,2k - 4k,2453,Positive (DNQ),7812,172 days
Fife,Springfield,09/04/2021,2k - 4k,2453,Positive,21248,171 days
Fife,Springfield,14/04/2021,2k - 4k,2453,Positive (DNQ),1811,166 days
Fife,Springfield,28/04/2021,2k - 4k,2453,Weak Positive,658,152 days
Fife,Springfield,30/04/2021,2k - 4k,2453,Weak Positive,658,150 days
Fife,Springfield,04/05/2021,2k - 4k,2453,Positive (DNQ),6332,146 days
Fife,Springfield,06/05/2021,2k - 4k,2453,Negative,0,144 days
Fife,Springfield,10/05/2021,2k - 4k,2453,Weak Positive,658,140 days
Fife,Springfield,14/05/2021,2k - 4k,2453,Negative,0,136 days
Fife,Springfield,19/05/2021,2k - 4k,2453,Negative,0,131 days
Fife,Springfield,21/05/2021,2k - 4k,2453,Weak Positive,658,129 days
Fife,Springfield,25/05/2021,2k - 4k,2453,Negative,0,125 days
Fife,Springfield,27/05/2021,2k - 4k,2453,Negative,0,123 days
Fife,Springfield,31/05/2021,2k - 4k,2453,Weak Positive,658,119 days
Fife,Springfield,07/06/2021,2k - 4k,2453,Weak Positive,658,112 days
Fife,Springfield,10/06/2021,2k - 4k,2453,Positive (DNQ),4481,109 days
Fife,Springfield,14/06/2021,2k - 4k,2453,Positive,16029,105 days
Fife,Springfield,17/06/2021,2k - 4k,2453,Positive (DNQ),6656,102 days
Fife,Springfield,22/06/2021,2k - 4k,2453,Positive,23685,97 days
Fife,Springfield,24/06/2021,2k - 4k,2453,Positive (DNQ),10146,95 days
Fife,Springfield,30/06/2021,2k - 4k,2453,Positive (DNQ),5300,89 days
Fife,Springfield,13/07/2021,2k - 4k,2453,Positive,72229,76 days
Fife,Springfield,16/07/2021,2k - 4k,2453,Positive,80427,73 days
Fife,Springfield,19/07/2021,2k - 4k,2453,Positive,68346,70 days
Fife,Springfield,26/07/2021,2k - 4k,2453,Positive,503563,63 days
Fife,Springfield,19/08/2021,2k - 4k,2453,Positive,70518,39 days
Fife,Springfield,30/08/2021,2k - 4k,2453,Positive,436800,28 days
Fife,Springfield,01/09/2021,2k - 4k,2453,Positive,585907,26 days
Fife,Springfield,07/09/2021,2k - 4k,2453,Positive,1223608,20 days
Fife,Springfield,13/09/2021,2k - 4k,2453,Positive,228867,14 days
Fife,Springfield,20/09/2021,2k - 4k,2453,Positive,19322,7 days
Fife,Springfield,22/09/2021,2k - 4k,2453,Positive,85683,5 days
Fife,St Andrews,29/01/2021,10k - 100k,15876,Positive,19254,241 days
Fife,St Andrews,04/02/2021,10k - 100k,15876,Positive (DNQ),4571,235 days
Fife,St Andrews,05/02/2021,10k - 100k,15876,Negative,0,234 days
Fife,St Andrews,11/02/2021,10k - 100k,15876,Negative,0,228 days
Fife,St Andrews,12/02/2021,10k - 100k,15876,Negative,0,227 days
Fife,St Andrews,17/02/2021,10k - 100k,15876,Negative,0,222 days
Fife,St Andrews,23/02/2021,10k - 100k,15876,Negative,0,216 days
Fife,St Andrews,25/02/2021,10k - 100k,15876,Positive,53826,214 days
Fife,St Andrews,01/03/2021,10k - 100k,15876,Positive (DNQ),4040,210 days
Fife,St Andrews,02/03/2021,10k - 100k,15876,Positive (DNQ),2965,209 days
Fife,St Andrews,09/03/2021,10k - 100k,15876,Weak Positive,658,202 days
Fife,St Andrews,10/03/2021,10k - 100k,15876,Positive (DNQ),2535,201 days
Fife,St Andrews,17/03/2021,10k - 100k,15876,Positive,26613,194 days
Fife,St Andrews,18/03/2021,10k - 100k,15876,Positive,13802,193 days
Fife,St Andrews,22/03/2021,10k - 100k,15876,Positive,15848,189 days
Fife,St Andrews,23/03/2021,10k - 100k,15876,Positive,25566,188 days
Fife,St Andrews,30/03/2021,10k - 100k,15876,Positive,48007,181 days
Fife,St Andrews,01/04/2021,10k - 100k,15876,Positive,35392,179 days
Fife,St Andrews,08/04/2021,10k - 100k,15876,Positive,25737,172 days
Fife,St Andrews,09/04/2021,10k - 100k,15876,Positive,38309,171 days
Fife,St Andrews,14/04/2021,10k - 100k,15876,Positive (DNQ),3577,166 days
Fife,St Andrews,28/04/2021,10k - 100k,15876,Weak Positive,658,152 days
Fife,St Andrews,30/04/2021,10k - 100k,15876,Positive (DNQ),8591,150 days
Fife,St Andrews,04/05/2021,10k - 100k,15876,Positive (DNQ),1543,146 days
Fife,St Andrews,06/05/2021,10k - 100k,15876,Weak Positive,658,144 days
Fife,St Andrews,10/05/2021,10k - 100k,15876,Positive (DNQ),1765,140 days
Fife,St Andrews,14/05/2021,10k - 100k,15876,Positive (DNQ),4712,136 days
Fife,St Andrews,19/05/2021,10k - 100k,15876,Positive (DNQ),4019,131 days
Fife,St Andrews,21/05/2021,10k - 100k,15876,Positive,29361,129 days
Fife,St Andrews,25/05/2021,10k - 100k,15876,Positive (DNQ),2817,125 days
Fife,St Andrews,27/05/2021,10k - 100k,15876,Positive (DNQ),4747,123 days
Fife,St Andrews,31/05/2021,10k - 100k,15876,Positive,31018,119 days
Fife,St Andrews,03/06/2021,10k - 100k,15876,Positive,14080,116 days
Fife,St Andrews,07/06/2021,10k - 100k,15876,Positive,25519,112 days
Fife,St Andrews,10/06/2021,10k - 100k,15876,Positive,14017,109 days
Fife,St Andrews,14/06/2021,10k - 100k,15876,Positive (DNQ),6452,105 days
Fife,St Andrews,17/06/2021,10k - 100k,15876,Positive,29855,102 days
Fife,St Andrews,22/06/2021,10k - 100k,15876,Positive,89438,97 days
Fife,St Andrews,24/06/2021,10k - 100k,15876,Positive,36815,95 days
Fife,St Andrews,05/07/2021,10k - 100k,15876,Positive,116010,84 days
Fife,St Andrews,13/07/2021,10k - 100k,15876,Positive,195922,76 days
Fife,St Andrews,16/07/2021,10k - 100k,15876,Positive,106962,73 days
Fife,St Andrews,19/07/2021,10k - 100k,15876,Positive,83431,70 days
Fife,St Andrews,26/07/2021,10k - 100k,15876,Positive,160298,63 days
Fife,St Andrews,29/07/2021,10k - 100k,15876,Weak Positive,658,60 days
Fife,St Andrews,04/08/2021,10k - 100k,15876,Positive,56844,54 days
Fife,St Andrews,30/08/2021,10k - 100k,15876,Positive,148749,28 days
Fife,St Andrews,01/09/2021,10k - 100k,15876,Positive,143928,26 days
Fife,St Andrews,07/09/2021,10k - 100k,15876,Positive,813572,20 days
Fife,St Andrews,09/09/2021,10k - 100k,15876,Positive,109667,18 days
Fife,St Andrews,13/09/2021,10k - 100k,15876,Positive,128616,14 days
Fife,St Andrews,15/09/2021,10k - 100k,15876,Positive,126906,12 days
Fife,St Andrews,22/09/2021,10k - 100k,15876,Positive,196542,5 days
Forth Valley,Alloa,15/12/2020,10k - 100k,34758,Positive,34954,286 days
Forth Valley,Alloa,16/12/2020,10k - 100k,34758,Positive,22351,285 days
Forth Valley,Alloa,21/12/2020,10k - 100k,34758,Positive (DNQ),3325,280 days
Forth Valley,Alloa,05/01/2021,10k - 100k,34758,Positive,42938,265 days
Forth Valley,Alloa,06/01/2021,10k - 100k,34758,Positive,211953,264 days
Forth Valley,Alloa,07/01/2021,10k - 100k,34758,Positive,78204,263 days
Forth Valley,Alloa,11/01/2021,10k - 100k,34758,Positive,115040,259 days
Forth Valley,Alloa,12/01/2021,10k - 100k,34758,Positive,145058,258 days
Forth Valley,Alloa,13/01/2021,10k - 100k,34758,Positive,144388,257 days
Forth Valley,Alloa,20/01/2021,10k - 100k,34758,Positive,11836,250 days
Forth Valley,Alloa,21/01/2021,10k - 100k,34758,Positive (DNQ),4694,249 days
Forth Valley,Alloa,22/01/2021,10k - 100k,34758,Positive,25822,248 days
Forth Valley,Alloa,25/01/2021,10k - 100k,34758,Positive,74132,245 days
Forth Valley,Alloa,27/01/2021,10k - 100k,34758,Positive,16500,243 days
Forth Valley,Alloa,01/02/2021,10k - 100k,34758,Positive,95839,238 days
Forth Valley,Alloa,03/02/2021,10k - 100k,34758,Positive,14988,236 days
Forth Valley,Alloa,08/02/2021,10k - 100k,34758,Positive,58259,231 days
Forth Valley,Alloa,10/02/2021,10k - 100k,34758,Positive,56118,229 days
Forth Valley,Alloa,17/02/2021,10k - 100k,34758,Positive (DNQ),7122,222 days
Forth Valley,Alloa,18/02/2021,10k - 100k,34758,Positive,33139,221 days
Forth Valley,Alloa,19/02/2021,10k - 100k,34758,Positive,15023,220 days
Forth Valley,Alloa,22/02/2021,10k - 100k,34758,Positive,36624,217 days
Forth Valley,Alloa,23/02/2021,10k - 100k,34758,Positive,45407,216 days
Forth Valley,Alloa,24/02/2021,10k - 100k,34758,Positive,10698,215 days
Forth Valley,Alloa,01/03/2021,10k - 100k,34758,Positive,20098,210 days
Forth Valley,Alloa,02/03/2021,10k - 100k,34758,Positive,11696,209 days
Forth Valley,Alloa,03/03/2021,10k - 100k,34758,Positive,20216,208 days
Forth Valley,Alloa,08/03/2021,10k - 100k,34758,Positive,19448,203 days
Forth Valley,Alloa,09/03/2021,10k - 100k,34758,Positive,36815,202 days
Forth Valley,Alloa,10/03/2021,10k - 100k,34758,Positive,43599,201 days
Forth Valley,Alloa,15/03/2021,10k - 100k,34758,Positive (DNQ),9136,196 days
Forth Valley,Alloa,16/03/2021,10k - 100k,34758,Positive,13061,195 days
Forth Valley,Alloa,17/03/2021,10k - 100k,34758,Positive,65428,194 days
Forth Valley,Alloa,22/03/2021,10k - 100k,34758,Positive,16087,189 days
Forth Valley,Alloa,23/03/2021,10k - 100k,34758,Positive,15196,188 days
Forth Valley,Alloa,25/03/2021,10k - 100k,34758,Positive,54862,186 days
Forth Valley,Alloa,29/03/2021,10k - 100k,34758,Positive,20002,182 days
Forth Valley,Alloa,31/03/2021,10k - 100k,34758,Positive,22576,180 days
Forth Valley,Alloa,01/04/2021,10k - 100k,34758,Positive,25825,179 days
Forth Valley,Alloa,05/04/2021,10k - 100k,34758,Positive,53864,175 days
Forth Valley,Alloa,08/04/2021,10k - 100k,34758,Positive,13856,172 days
Forth Valley,Alloa,12/04/2021,10k - 100k,34758,Positive,20591,168 days
Forth Valley,Alloa,13/04/2021,10k - 100k,34758,Positive,16162,167 days
Forth Valley,Alloa,15/04/2021,10k - 100k,34758,Positive,23458,165 days
Forth Valley,Alloa,26/04/2021,10k - 100k,34758,Positive,12050,154 days
Forth Valley,Alloa,27/04/2021,10k - 100k,34758,Positive,16852,153 days
Forth Valley,Alloa,29/04/2021,10k - 100k,34758,Positive (DNQ),1729,151 days
Forth Valley,Alloa,04/05/2021,10k - 100k,34758,Positive,13577,146 days
Forth Valley,Alloa,06/05/2021,10k - 100k,34758,Positive,27730,144 days
Forth Valley,Alloa,11/05/2021,10k - 100k,34758,Positive,27906,139 days
Forth Valley,Alloa,14/05/2021,10k - 100k,34758,Positive,31832,136 days
Forth Valley,Alloa,18/05/2021,10k - 100k,34758,Positive (DNQ),9615,132 days
Forth Valley,Alloa,21/05/2021,10k - 100k,34758,Positive,21303,129 days
Forth Valley,Alloa,24/05/2021,10k - 100k,34758,Positive,21388,126 days
Forth Valley,Alloa,31/05/2021,10k - 100k,34758,Positive,15119,119 days
Forth Valley,Alloa,02/06/2021,10k - 100k,34758,Positive,67130,117 days
Forth Valley,Alloa,07/06/2021,10k - 100k,34758,Positive,66794,112 days
Forth Valley,Alloa,10/06/2021,10k - 100k,34758,Positive,40954,109 days
Forth Valley,Alloa,14/06/2021,10k - 100k,34758,Positive,21299,105 days
Forth Valley,Alloa,17/06/2021,10k - 100k,34758,Positive,44593,102 days
Forth Valley,Alloa,22/06/2021,10k - 100k,34758,Positive,40303,97 days
Forth Valley,Alloa,24/06/2021,10k - 100k,34758,Positive,97920,95 days
Forth Valley,Alloa,30/06/2021,10k - 100k,34758,Positive,53811,89 days
Forth Valley,Alloa,02/07/2021,10k - 100k,34758,Positive,109200,87 days
Forth Valley,Alloa,06/07/2021,10k - 100k,34758,Positive,60843,83 days
Forth Valley,Alloa,08/07/2021,10k - 100k,34758,Positive,90836,81 days
Forth Valley,Alloa,12/07/2021,10k - 100k,34758,Positive,208317,77 days
Forth Valley,Alloa,21/07/2021,10k - 100k,34758,Positive,74818,68 days
Forth Valley,Alloa,22/07/2021,10k - 100k,34758,Positive,86962,67 days
Forth Valley,Alloa,03/08/2021,10k - 100k,34758,Positive,88742,55 days
Forth Valley,Alloa,06/08/2021,10k - 100k,34758,Positive,80690,52 days
Forth Valley,Alloa,09/08/2021,10k - 100k,34758,Positive,85928,49 days
Forth Valley,Alloa,11/08/2021,10k - 100k,34758,Positive,48391,47 days
Forth Valley,Alloa,16/08/2021,10k - 100k,34758,Positive,243592,42 days
Forth Valley,Alloa,18/08/2021,10k - 100k,34758,Positive,169252,40 days
Forth Valley,Alloa,23/08/2021,10k - 100k,34758,Positive,431207,35 days
Forth Valley,Alloa,25/08/2021,10k - 100k,34758,Positive,249792,33 days
Forth Valley,Alloa,30/08/2021,10k - 100k,34758,Positive,508700,28 days
Forth Valley,Alloa,01/09/2021,10k - 100k,34758,Positive,387159,26 days
Forth Valley,Alloa,06/09/2021,10k - 100k,34758,Positive,784603,21 days
Forth Valley,Alloa,08/09/2021,10k - 100k,34758,Positive,437786,19 days
Forth Valley,Alloa,14/09/2021,10k - 100k,34758,Positive,234712,13 days
Forth Valley,Alloa,16/09/2021,10k - 100k,34758,Positive,155926,11 days
Forth Valley,Alloa,20/09/2021,10k - 100k,34758,Positive,74990,7 days
Forth Valley,Alva,18/02/2021,4k - 10k,5243,Positive,36372,221 days
Forth Valley,Alva,19/02/2021,4k - 10k,5243,Positive,106224,220 days
Forth Valley,Alva,22/02/2021,4k - 10k,5243,Positive,50991,217 days
